date,borsa_istanbul,dolar_kuru,enflasyon,faiz
2024-02-28,2.0,16.714285714285715,6.142857142857142,15.571428571428571
2024-02-29,2.0,17.285714285714285,6.857142857142858,15.428571428571429
2024-03-01,2.0,17.857142857142858,7.571428571428571,15.285714285714286
2024-03-02,2.0,18.428571428571427,8.285714285714285,15.142857142857142
2024-03-03,2.0,19.0,9.0,15.0
2024-03-04,2.0,18.857142857142858,8.285714285714286,15.428571428571429
2024-03-05,2.0,18.714285714285715,7.571428571428571,15.857142857142858
2024-03-06,2.0,18.571428571428573,6.857142857142858,16.285714285714285
2024-03-07,2.0,18.428571428571427,6.142857142857142,16.714285714285715
2024-03-08,2.0,18.285714285714285,5.428571428571429,17.142857142857142
2024-03-09,2.0,18.142857142857142,4.714285714285714,17.57142857142857
2024-03-10,2.0,18.0,4.0,18.0
2024-03-11,2.0,18.0,4.0,19.857142857142858
2024-03-12,2.0,18.0,4.0,21.714285714285715
2024-03-13,2.0,18.0,4.0,23.57142857142857
2024-03-14,2.0,18.0,4.0,25.42857142857143
2024-03-15,2.0,18.0,4.0,27.285714285714285
2024-03-16,2.0,18.0,4.0,29.142857142857142
2024-03-17,2.0,18.0,4.0,31.0
2024-03-18,1.8571428571428572,17.571428571428573,4.142857142857143,29.428571428571427
2024-03-19,1.7142857142857144,17.142857142857142,4.285714285714286,27.857142857142858
2024-03-20,1.5714285714285714,16.714285714285715,4.428571428571429,26.285714285714285
2024-03-21,1.4285714285714286,16.285714285714285,4.571428571428571,24.714285714285715
2024-03-22,1.2857142857142858,15.857142857142858,4.714285714285714,23.142857142857142
2024-03-23,1.1428571428571428,15.428571428571429,4.857142857142857,21.57142857142857
2024-03-24,1.0,15.0,5.0,20.0
2024-03-25,1.1428571428571428,15.571428571428571,5.714285714285714,19.428571428571427
2024-03-26,1.2857142857142856,16.142857142857142,6.428571428571429,18.857142857142858
2024-03-27,1.4285714285714286,16.714285714285715,7.142857142857142,18.285714285714285
2024-03-28,1.5714285714285714,17.285714285714285,7.857142857142858,17.714285714285715
2024-03-29,1.7142857142857142,17.857142857142858,8.571428571428571,17.142857142857142
2024-03-30,1.8571428571428572,18.428571428571427,9.285714285714285,16.571428571428573
2024-03-31,2.0,19.0,10.0,16.0
2024-04-01,1.8571428571428572,18.0,9.142857142857142,15.857142857142858
2024-04-02,1.7142857142857144,17.0,8.285714285714286,15.714285714285714
2024-04-03,1.5714285714285714,16.0,7.428571428571429,15.571428571428571
2024-04-04,1.4285714285714286,15.0,6.571428571428571,15.428571428571429
2024-04-05,1.2857142857142858,14.0,5.714285714285714,15.285714285714286
2024-04-06,1.1428571428571428,13.0,4.857142857142858,15.142857142857142
2024-04-07,1.0,12.0,4.0,15.0
2024-04-08,1.1428571428571428,12.428571428571429,4.142857142857143,15.428571428571429
2024-04-09,1.2857142857142856,12.857142857142858,4.285714285714286,15.857142857142858
2024-04-10,1.4285714285714286,13.285714285714285,4.428571428571429,16.285714285714285
2024-04-11,1.5714285714285714,13.714285714285714,4.571428571428571,16.714285714285715
2024-04-12,1.7142857142857142,14.142857142857142,4.714285714285714,17.142857142857142
2024-04-13,1.8571428571428572,14.571428571428571,4.857142857142857,17.57142857142857
2024-04-14,2.0,15.0,5.0,18.0
2024-04-15,1.8571428571428572,14.571428571428571,5.0,19.142857142857142
2024-04-16,1.7142857142857144,14.142857142857142,5.0,20.285714285714285
2024-04-17,1.5714285714285714,13.714285714285715,5.0,21.428571428571427
2024-04-18,1.4285714285714286,13.285714285714286,5.0,22.57142857142857
2024-04-19,1.2857142857142858,12.857142857142858,5.0,23.714285714285715
2024-04-20,1.1428571428571428,12.428571428571429,5.0,24.857142857142858
2024-04-21,1.0,12.0,5.0,26.0
2024-04-22,1.0,12.0,6.0,25.428571428571427
2024-04-23,1.0,12.0,7.0,24.857142857142858
2024-04-24,1.0,12.0,8.0,24.285714285714285
2024-04-25,1.0,12.0,9.0,23.714285714285715
2024-04-26,1.0,12.0,10.0,23.142857142857142
2024-04-27,1.0,12.0,11.0,22.571428571428573
2024-04-28,1.0,12.0,12.0,22.0
2024-04-29,1.0,11.857142857142858,11.0,21.571428571428573
2024-04-30,1.0,11.714285714285714,10.0,21.142857142857142
2024-05-01,1.0,11.571428571428571,9.0,20.714285714285715
2024-05-02,1.0,11.428571428571429,8.0,20.285714285714285
2024-05-03,1.0,11.285714285714286,7.0,19.857142857142858
2024-05-04,1.0,11.142857142857142,6.0,19.42857142857143
2024-05-05,1.0,11.0,5.0,19.0
2024-05-06,1.1428571428571428,11.0,4.857142857142857,19.142857142857142
2024-05-07,1.2857142857142856,11.0,4.714285714285714,19.285714285714285
2024-05-08,1.4285714285714286,11.0,4.571428571428571,19.428571428571427
2024-05-09,1.5714285714285714,11.0,4.428571428571429,19.571428571428573
2024-05-10,1.7142857142857142,11.0,4.285714285714286,19.714285714285715
2024-05-11,1.8571428571428572,11.0,4.142857142857143,19.857142857142858
