,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis
BIST100_Return,700.0,0.0941396300280969,1.8753206953738666,-9.12332751759025,-0.9305725281754282,0.037549336117274304,1.2029629625489373,9.42341278334256,-0.2615099705189345,3.6616477723528713
USD_TRY_Return,697.0,0.11627356391668484,0.5027796650204813,-4.85228607840224,-0.0127294614612003,0.0659760955801672,0.186580287289614,6.02053042156918,3.852619372365242,65.05809575914172
Funding_Cost,701.0,36.991084165477886,15.49066971604125,8.5,25.8,45.0,50.0,52.79,-0.9482889269344539,-0.7380826602979011
dolar_kuru,701.0,16.9671897289586,14.394611502766713,5.14285714285714,7.0,11.0,20.5714285714285,93.5714285714285,2.2153998257330625,5.749569130278866
enflasyon,701.0,4.851640513552064,2.5270891542445244,1.14285714285714,3.0,4.0,6.28571428571428,15.8571428571428,1.209396230102366,1.2204426806169089
Sentiment_Score,700.0,-0.3190975528120479,0.2649720676445374,-0.986807644367218,-0.48912508569148755,-0.33012035106205273,-0.1529206775157387,0.8872135430574417,0.377347125233635,1.1374355344349882
